"Tags","Testname","Result","Note"
"TS_TH_004 ","Kiểm tra đăng nhập tài khoản có gói từ popup đăng nhập sau khi chọn sự kiện tiếp sóng thuộc gói K+","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING CHANNEL_KPLUS expected [true] but found [false]"
"TS_TH_005 ","Kiểm tra chọn sự kiện tiếp sóng miễn phí khi đã đăng nhập","failed","Element Option 'Bellator 295 - Stots vs. Mix: Phát lại' in menu not null
"">>>> Element Option 'Bellator 295 - Stots vs. Mix: Phát lại' in menu not null actual: false ,expect: true"
"TS_TH_006 ","Kiểm tra chọn sự kiện tiếp sóng SMAX khi đã đăng nhập tài khoản có gói","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING CHANNEL_SMAX expected [true] but found [false]"
"TS_TH_006 ","Kiểm tra chọn sự kiện tiếp sóng SVIP khi đã đăng nhập tài khoản có gói","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING CHANNEL_SVIP expected [true] but found [false]"
"TS_TH_006 ","Kiểm tra chọn sự kiện tiếp sóng K+ khi đã đăng nhập tài khoản có gói","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING CHANNEL_KPLUS expected [true] but found [false]"
"TS_TH_007 ","Kiểm tra chọn Mua gói ở màn hình yêu cầu mua khi chọn sự kiện tiếp sóng SMAX","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING CHANNEL_SMAX expected [true] but found [false]"
"TS_TH_007 ","Kiểm tra chọn Mua gói ở màn hình yêu cầu mua khi chọn sự kiện tiếp sóng SVIP","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING CHANNEL_SVIP expected [true] but found [false]"
"TS_TH_007 ","Kiểm tra chọn Mua gói ở màn hình yêu cầu mua khi chọn sự kiện tiếp sóng K+","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING CHANNEL_KPLUS expected [true] but found [false]"
"TS_TH_008 ","Kiểm tra chọn Để sau ở màn hình yêu cầu mua khi chọn sự kiện tiếp sóng SMAX","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING CHANNEL_SMAX expected [true] but found [false]"
"TS_TH_008 ","Kiểm tra chọn Để sau ở màn hình yêu cầu mua khi chọn sự kiện tiếp sóng SVIP","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING CHANNEL_SVIP expected [true] but found [false]"
"TS_TH_008 ","Kiểm tra chọn Để sau ở màn hình yêu cầu mua khi chọn sự kiện tiếp sóng K+","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING CHANNEL_KPLUS expected [true] but found [false]"
"TS_TH_009 ","Kiểm tra chọn sự kiện FPT live đã phát sóng thuộc gói SMAX khi đã đăng nhập tài khoản có gói SMAX","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING CHANNEL_SMAX FPT_LIVE expected [true] but found [false]"
"TS_TH_009 ","Kiểm tra chọn sự kiện FPT live đã phát sóng thuộc gói SVIP khi đã đăng nhập tài khoản có gói SVIP","skipped","----DATA ISSUE ----DATA ISSUE, there is NO EVENT MATCHING CHANNEL_SVIP FPT_LIVE expected [true] but found [false]"
"TS_TH_031 ","Kiểm tra mở màn hình Danh sách kênh tại luồng kênh live","failed","INFO: Selected Item Info Selected Item: Cần Thơ HD of Block: Kênh địa phương
Check [Text Player Title in Player Page] has text: [CẦN THƠ HD], actual Text: 130. CẦN THƠ HD
"">>>> Check [Text Player Title in Player Page] has text: [CẦN THƠ HD], actual Text: 130. CẦN THƠ HD actual: 130. CẦN THƠ HD ,expect: CẦN THƠ HD"
"TS_TH_013 ","Kiểm tra mở kênh không yêu cầu đăng nhập tại màn hình Danh sách kênh","passed",""
"TS_TH_014 ","Kiểm tra yêu cầu mua gói SMAX khi chọn kênh ở màn hình danh sách kênh","passed",""
"TS_TH_015 ","Kiểm tra yêu cầu mua gói SVIP khi chọn kênh ở màn hình danh sách kênh","passed",""
"TS_TH_016 ","Kiểm tra yêu cầu mua gói K+ khi chọn kênh ở màn hình danh sách kênh","passed",""
"TS_TH_032 ","Kiểm tra mở kênh không yêu cầu đăng nhập tại màn hình Danh sách kênh","passed",""
"TS_TH_033 ","Kiểm tra mở kênh có yêu cầu đăng nhập tại màn hình Danh sách kênh khi chưa đăng nhập","passed",""
"TS_TH_034 ","Kiểm tra mở kênh thuộc gói SMAX ở màn hình danh sách kênh khi đã đăng nhập tài khoản có gói SMAX","passed",""
"TS_TH_035 ","Kiểm tra mở kênh thuộc gói SVIP ở màn hình danh sách kênh khi đã đăng nhập tài khoản tài khoản có gói SVIP","passed",""
"TS_TH_036 ","Kiểm tra mở kênh thuộc gói K+ ở màn hình danh sách kênh khi đã đăng nhập tài khoản có gói K+","failed","INFO: Selected Item Info: K+ Sport 1 of block Kênh K+
Check [Text Player Title in Player Page] has text: [K+ SPORT 1], actual Text: 73. K+ SPORT 1
"">>>> Check [Text Player Title in Player Page] has text: [K+ SPORT 1], actual Text: 73. K+ SPORT 1 actual: 73. K+ SPORT 1 ,expect: K+ SPORT 1"
"TS_TH_037 ","Kiểm tra nhấn vào button Sắp xếp kênh ở màn hình Danh sách kênh","passed",""
"TS_TH_038 ","Kiểm tra Sắp xếp kênh ở danh sách kênh theo số thứ tự kênh","passed",""
"TS_TH_039 ","Kiểm tra Sắp xếp kênh ở danh sách kênh theo nhóm gói kênh","failed","Compare group channels
"">>>> Compare group channels actual: [Kênh HBO GO, Kênh K+, Kênh cá nhân, Kênh cơ bản, Kênh nước ngoài, Kênh quốc tế, Kênh địa phương] ,expect: [Kênh HBO GO, Kênh K+, Kênh cá nhân, Kênh cơ bản, Kênh quốc tế, Kênh địa phương]"
"TS_TH_022 ","Kiểm tra chọn Lịch phát sóng ở Player truyền hình","failed","INFO: Selected Item Info Selected Item: VTV1 HD of Block: Kênh cơ bản
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text:  actual:  ,expect: VTV1 HD
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text:  actual:  ,expect: VTV1 HD"
"TS_TH_023 ","Kiểm tra chọn Chất lượng hình ảnh ở Player truyền hình","failed","INFO: Selected Item Info Selected Item: VTV1 HD of Block: Kênh cơ bản
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text:  actual:  ,expect: VTV1 HD
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text:  actual:  ,expect: VTV1 HD"
"TS_TH_024 ","Kiểm tra thay đổi Chất lượng hình ảnh ở Player truyền hình","failed","INFO: Selected Item Info Selected Item: VTV1 HD of Block: Kênh cơ bản
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text:  actual:  ,expect: VTV1 HD
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text:  actual:  ,expect: VTV1 HD"
"TS_TH_025 ","Kiểm tra chuyển kênh bằng cách nhấn phím Up/Down ở player truyền hình","failed","INFO: Selected Item Info Selected Item: Bắc Giang HD of Block: Kênh địa phương
Check [Text Player Title in Player Page] has text: [BẮC GIANG HD], actual Text: 117. BẮC GIANG HD
"">>>> Check [Text Player Title in Player Page] has text: [BẮC GIANG HD], actual Text: 117. BẮC GIANG HD actual: 117. BẮC GIANG HD ,expect: BẮC GIANG HD"
"TS_TH_027 ","Kiểm tra mở danh sách kênh ở player truyền hình","failed","INFO: Selected Item Info Selected Item: VTV1 HD of Block: Kênh cơ bản
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text:  actual:  ,expect: VTV1 HD"
"TS_TH_028 ","Kiểm tra chuyển kênh bằng cách nhấn phím số ở player kênh","passed",""
"TS_TH_029 ","Kiểm tra chuyển kênh bằng cách chọn kênh ở Danh sách kênh","failed","INFO: Selected Item Info Selected Item: VTV1 HD of Block: Kênh cơ bản
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text:  actual:  ,expect: VTV1 HD
INFO: Selected Item Info: Vĩnh Long 1 HD of block null"
"TS_TH_030 ","Kiểm tra thoát khỏi Player truyền hình khi nhấn button Back","failed","INFO: Selected Item Info Selected Item: VTV1 HD of Block: Kênh cơ bản
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text:  actual:  ,expect: VTV1 HD"
"TS_TH_057 ","Kiểm tra default option của chức năng chọn IPTV","passed",""
"TS_TH_059 ","Kiểm tra Tắt option của chức năng chất lượng IPTV","passed",""
"TS_TH_058 ","Kiểm tra Bật option của chức năng chất lượng IPTV","passed",""
"TS_TH_040 ","Kiểm tra chọn button Lịch phát sóng khi play chương trình live của kênh có timeshift","failed","INFO: Selected Item Info Selected Item: ANTV HD of Block: Kênh cá nhân
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [ANTV HD], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [ANTV HD], actual Text:  actual:  ,expect: ANTV HD"
"TS_TH_041 ","Kiểm tra chọn button Lịch phát sóng khi play chương trình timeshift","failed","INFO CHannel: VTV Cần Thơ
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [VTV CẦN THƠ], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [VTV CẦN THƠ], actual Text:  actual:  ,expect: VTV CẦN THƠ
ERROR: Cannot find [Button Schedule in Player Page]"
"TS_TH_042 ","Kiểm tra chọn button Lịch phát sóng khi play kênh không có timeshift","failed","INFO: Selected Item Info Selected Item: Bắc Giang HD of Block: Kênh địa phương
Check [Text Player Title in Player Page] has text: [BẮC GIANG HD], actual Text: 117. BẮC GIANG HD
"">>>> Check [Text Player Title in Player Page] has text: [BẮC GIANG HD], actual Text: 117. BẮC GIANG HD actual: 117. BẮC GIANG HD ,expect: BẮC GIANG HD"
"TS_TH_043 ","Kiểm tra chọn button Lịch phát sóng khi play kênh không có lịch phát sóng","passed",""
"TS_TH_044 ","Kiểm tra thao tác thay đổi lịch ngày","failed","INFO: Selected Item Info Selected Item: VTV1 HD of Block: Kênh cơ bản
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text:  actual:  ,expect: VTV1 HD"
"TS_TH_049 ","Kiểm tra chọn button Chất lượng hình ảnh ở player truyền hình","passed",""
"TS_TH_050 ","Kiểm tra thay đổi chất lượng hình ảnh Auto/1080/720/480","failed","Check [Text Player Title in Player Page] has text: [FPT PLAY], actual Text: 0. FPT PLAY
"">>>> Check [Text Player Title in Player Page] has text: [FPT PLAY], actual Text: 0. FPT PLAY actual: 0. FPT PLAY ,expect: FPT PLAY
Check [Text Player Title in Player Page] has text: [FPT PLAY], actual Text: 0. FPT PLAY
"">>>> Check [Text Player Title in Player Page] has text: [FPT PLAY], actual Text: 0. FPT PLAY actual: 0. FPT PLAY ,expect: FPT PLAY
Check [Text Player Title in Player Page] has text: [FPT PLAY], actual Text: 0. FPT PLAY
"">>>> Check [Text Player Title in Player Page] has text: [FPT PLAY], actual Text: 0. FPT PLAY actual: 0. FPT PLAY ,expect: FPT PLAY
Check [Text Player Title in Player Page] has text: [FPT PLAY], actual Text: 0. FPT PLAY
"">>>> Check [Text Player Title in Player Page] has text: [FPT PLAY], actual Text: 0. FPT PLAY actual: 0. FPT PLAY ,expect: FPT PLAY"
"TS_TH_017 ","Kiểm tra play Timeshift của kênh không yêu cầu đăng nhập khi chưa đăng nhập tài khoản","failed","INFO CHannel: VTV1 HD
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text:  actual:  ,expect: VTV1 HD"
"TS_TH_018 ","Kiểm tra play Timeshift của kênh không yêu cầu đăng nhập khi đã đăng nhập tài khoản","failed","INFO CHannel: VTV1 HD
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [VTV1 HD], actual Text:  actual:  ,expect: VTV1 HD"
"TS_TH_019 ","Kiểm tra play Timeshift của kênh miễn phí yêu cầu login khi đã đăng nhập","passed",""
"TS_TH_020 ","Kiểm tra play Timeshift của kênh thuộc gói SMAX khi đã đăng nhập tài khoản SMAX","failed","INFO CHannel: VTV3 HD
Element Text Player Title in Player Page not null
"">>>> Element Text Player Title in Player Page not null actual: false ,expect: true
Element Text Player Title in Player Pagenot null check
"">>>> Element Text Player Title in Player Pagenot null check actual: false ,expect: true
Check [Text Player Title in Player Page] has text: [VTV3 HD], actual Text: 
"">>>> Check [Text Player Title in Player Page] has text: [VTV3 HD], actual Text:  actual:  ,expect: VTV3 HD"
